Uploaded to Postgres DB,Uploaded to popchange-data.liverpool.ac.uk,Percentage,Complete,Category,Name,Year,Table Number,Column Number,Denominator,Input File Name,Column Code,ColumnCode Length,Notes,Output Filename
,,NA (see folder),20160803,Townsend,Economic Activity: Total People,2001,KS009a,ks09a0001,#N/A,2001_townsend_inputs.csv,TotPel,,Townsend unemployment defined in text file,
,,NA (see folder),20160803,Townsend,Economic Activity: Employees: Part-time,2001,KS009a,ks09a0002,#N/A,2001_townsend_inputs.csv,EAPart,,,
,,NA (see folder),20160803,Townsend,Economic Activity: Employees: Full-time,2001,KS009a,ks09a0003,#N/A,2001_townsend_inputs.csv,EAFull,,,
,,NA (see folder),20160803,Townsend,Economic Activity: Self-employed,2001,KS009a,ks09a0004,#N/A,2001_townsend_inputs.csv,EASelf,,,
,,NA (see folder),20160803,Townsend,Economic Activity: All Employed,2001,KS009a,#N/A,#N/A,2001_townsend_inputs.csv,EAAllEm,,Derived (cols 2+3+4),
,,NA (see folder),20160803,Townsend,Economic Activity: Unemployed,2001,KS009a,ks09a0005,#N/A,2001_townsend_inputs.csv,EAUnem,,,
,,NA (see folder),20160803,Townsend,Households with No Cars or Vans,2001,KS017,ks0170002,ks0170001,2001_townsend_inputs.csv,NoCar,,,
,,NA (see folder),20160803,Townsend,Households: All Households,2001,KS017,ks0170001,#N/A,2001_townsend_inputs.csv,CarTotalHs,,,
,,NA (see folder),20160803,Townsend,Tenure: All Households,2001,KS018,ks0180001,#N/A,2001_townsend.csv,TnAll,,,
,,NA (see folder),20160803,Townsend,Tenure: Owner Occupied: Owns Outright,2001,KS018,ks0180002,ks0180001,2001_townsend.csv,TnOwnOR,,,
,,NA (see folder),20160803,Townsend,Tenure: Owner Occupied: Owns with a Mortgage,2001,KS018,ks0180003,ks0180001,2001_townsend.csv,TnOwnMt,,,
,,NA (see folder),20160803,Townsend,Tenure: Owner Occupied: Shared Ownership,2001,KS018,ks0180004,ks0180001,2001_townsend.csv,TnOwnSH,,,
,,NA (see folder),20160803,Townsend,Tenure: Rented from: Council (Local Authority),2001,KS018,ks0180005,ks0180001,2001_townsend.csv,TnRentLA,,,
,,NA (see folder),20160803,Townsend,Tenure: Rented from: Housing Association / Registered Social Landlord,2001,KS018,ks0180006,ks0180001,2001_townsend.csv,TnRentHA,,,
,,NA (see folder),20160803,Townsend,Tenure: Rented from: Private landlord or letting agency,2001,KS018,ks0180007,ks0180001,2001_townsend.csv,TnRentPr,,Scotland splits furnished (7) and unfurnished (8). Combined for this,
,,NA (see folder),20160803,Townsend,Tenure: Rented from: Other,2001,KS018,ks0180008,ks0180001,2001_townsend.csv,TnRentOt,,,
,,NA (see folder),20161110,Townsend,Overcrowding: Total Households,2001,CS052,cs0520001,#N/A,2001_townsend_inputs.csv,TnOcTot,,,
,,NA,20161110,Townsend,Overcrowding: Over 1 and up to 1.5 persons per room,2001,CS052,cs0520013,#N/A,2001_townsend_inputs.csv,TnOc1_15,,,
,,NA,20161110,Townsend,Overcrowding: Over 1.5 persons per room,2001,CS052,cs0520017,#N/A,2001_townsend_inputs.csv,TnOc15p,,,
,,NA,20161110,Townsend,Overcrowding: More than 1 person per room,2001,CS052,#N/A,#N/A,2001_townsend_inputs.csv,TnOc1p,,,
,,NA (see folder),20160803,Townsend,All households,2001,KS019,ks0190001,#N/A,2001_townsend_inputs.csv,OcTotal,,,
,,NA (see folder),20160807,Townsend,Car Availability: Total Households,1991,SAS21,s210003,#N/A,1991_townsend.csv,CrTotHs,,,
,,NA (see folder),20160807,Townsend,Car Availability: Households with No car,1991,SAS21,s210004,s210003,1991_townsend.csv,CrNoCar,,,
,,NA (see folder),20160807,Townsend,Car Availability: Households with 1 car,1991,SAS21,s210004,s210003,1991_townsend.csv,Cr1Car,,,
,,NA (see folder),20160807,Townsend,Car Availability: Households with 2 car,1991,SAS21,s210005,s210003,1991_townsend.csv,Cr2Cars,,,
,,NA (see folder),20160807,Townsend,Car Availability: Households with 3 or more cars,1991,SAS21,s210006,s210003,1991_townsend.csv,Cr3pCars,,,
,,NA (see folder),20160807,Townsend,Economic Position: Males: Economically Active: All,1991,SAS08,s080012,#N/A,#N/A,#N/A,,,
,,NA (see folder),20160807,Townsend,Economic Position: Males: Economically Active: Employees – full time,1991,SAS08,s080023,#N/A,#N/A,#N/A,,,
,,NA (see folder),20160807,Townsend,Economic Position: Males: Economically Active: Employees – part time,1991,SAS08,s080034,#N/A,#N/A,#N/A,,,
,,NA (see folder),20160807,Townsend,Economic Position: Males: Economically Active: Self employed – with employees,1991,SAS08,s080045,#N/A,#N/A,#N/A,,,
,,NA (see folder),20160807,Townsend,Economic Position: Males: Economically Active: Self employed – without employees,1991,SAS08,s080056,#N/A,#N/A,#N/A,,,
,,NA (see folder),20160807,Townsend,Economic Position: Males: Economically Active: On a Government scheme,1991,SAS08,s080067,#N/A,#N/A,#N/A,,,
,,NA (see folder),20160807,Townsend,Economic Position: Males: Economically Active: Unemployed,1991,SAS08,s080078,#N/A,#N/A,#N/A,,,
,,NA (see folder),20160807,Townsend,Economic Position: Males: Economically Active: All employed,1991,SAS08,,#N/A,#N/A,#N/A,,"Derived from cols 23,34,45,56,67 above",
,,NA (see folder),20160807,Townsend,Economic Position: Females: Economically Active: All,1991,SAS08,s080166,#N/A,#N/A,#N/A,,,
,,NA (see folder),20160807,Townsend,Economic Position: Females: Economically Active: Employees – full time,1991,SAS08,s080177,#N/A,#N/A,#N/A,,,
,,NA (see folder),20160807,Townsend,Economic Position: Females: Economically Active: Employees – part time,1991,SAS08,s080188,#N/A,#N/A,#N/A,,,
,,NA (see folder),20160807,Townsend,Economic Position: Females: Economically Active: Self employed – with employees,1991,SAS08,s080199,#N/A,#N/A,#N/A,,,
,,NA (see folder),20160807,Townsend,Economic Position: Females: Economically Active: Self employed – without employees,1991,SAS08,s080210,#N/A,#N/A,#N/A,,,
,,NA (see folder),20160807,Townsend,Economic Position: Females: Economically Active: On a Government scheme,1991,SAS08,s080221,#N/A,#N/A,#N/A,,,
,,NA (see folder),20160807,Townsend,Economic Position: Females: Economically Active: Unemployed,1991,SAS08,s080232,#N/A,#N/A,#N/A,,,
,,NA (see folder),20160807,Townsend,Economic Position: Females: Economically Active: All employed,1991,SAS08,,#N/A,#N/A,#N/A,,"Derived from cols 177,188,199,210,221 above",
,,NA (see folder),20160807,Townsend,Economic Position: Economically Active: All employed,1991,SAS08,,#N/A,1991_townsend.csv,Employed,,Derived from Male + Female figures above,
,,NA (see folder),20160807,Townsend,Economic Position: Economically Active: Unemployed,1991,SAS08,,#N/A,1991_townsend.csv,Unemploy,,Derived from Male + Female figures above,
,,NA (see folder),20160807,Townsend,Tenure: All Households,1991,SAS20,s200001,#N/A,1991_townsend.csv,TnAll,,,
,,NA (see folder),20160807,Townsend,Tenure: Owner Occupied: Owns Outright,1991,SAS20,s200002,s200001,1991_townsend.csv,TnOwnOR,,,
,,NA (see folder),20160807,Townsend,Tenure: Owner Occupied: Buying,1991,SAS20,s200003,s200001,1991_townsend.csv,TnOwnBy,,,
,,NA (see folder),20160807,Townsend,Tenure: Rent Privately: Furnished,1991,SAS20,s200004,s200001,1991_townsend.csv,TnRntFur,,,
,,NA (see folder),20160807,Townsend,Tenure: Rent Privately: Unfurnished,1991,SAS20,s200005,s200001,1991_townsend.csv,TnRntUFr,,,
,,NA (see folder),20160807,Townsend,Tenure: Rented with a job or business,1991,SAS20,s200006,s200001,1991_townsend.csv,TnRntJob,,,
,,NA (see folder),20160807,Townsend,Tenure: Rented from a Housing Association,1991,SAS20,s200007,s200001,1991_townsend.csv,TnRentHA,,,
,,NA (see folder),20160807,Townsend,Tenure: Rented from a Local Authority or new town,1991,SAS20,s200008,s200001,1991_townsend.csv,TnRentLA,,"In Scotland, there is a new category (rented from Scottish homes) which is combined with this one",
,,NA (see folder),20160807,Townsend,Tenure: Non-permanent accommodation,1991,SAS20,s200009,s200001,1991_townsend.csv,TnNonPm,,"In Scotland this is 10, renumbered to 9",
,,NA (see folder),20160807,Townsend,Amenities: No car,1991,SAS20,s200010,s200001,1991_townsend.csv,TnNoCar,,"In Scotland this is 11, renumbered to 10",
,,NA (see folder),20160807,Townsend,Overcrowding: Total Households,1991,SAS23,s230001,#N/A,1991_townsend.csv,OcTotal,,,
,,NA (see folder),20160807,Townsend,Overcrowding: Up to 0.5 persons per room,1991,SAS23,s230002,s230001,1991_townsend.csv,Oc05,,,
,,NA (see folder),20160807,Townsend,Overcrowding: Over 1 and up to 1.5 persons per room,1991,SAS23,s230003,s230001,1991_townsend.csv,Oc1_15,,,
,,NA (see folder),20160807,Townsend,Overcrowding: Over 1.5 persons per room,1991,SAS23,s230004,s230001,1991_townsend.csv,Oc15_p,,,
,,NA (see folder),20160807,Townsend,Overcrowding: More than 1 person per room,1991,SAS23,,,1991_townsend.csv,Oc1p,,Derived from cols 3 + 4,
,,NA (see folder),20160816,Townsend,Economically Active: In employment full time: Total Persons,1981,SAS81 09,[81sas090789],#N/A,1981_townsend.csv,Employed,,,
,,NA (see folder),20160816,Townsend,Economically Active: Not in employment: Total Persons,1981,SAS81 09,[81sas090859],#N/A,1981_townsend.csv,Unemploy,,,
,,NA (see folder),20160816,Townsend,Economically Active: Self-employed,1981,SAS81 09,[81sas090705],#N/A,1981_townsend.csv,SelfEmpl,,,
,,NA (see folder),20160816,Townsend,Tenure & Amenities: Total Households with Residents,1981,SAS81 10,[81sas100929],#N/A,1981_townsend.csv,Total,,,
,,NA (see folder),20160816,Townsend,Tenure & Amenities: Persons per room >1 up 1.5 ppr,1981,SAS81 10,[81sas100946],#N/A,1981_townsend.csv,Oc1_15,,,
,,NA (see folder),20160816,Townsend,Tenure & Amenities: No car,1981,SAS81 10,[81sas100949],#N/A,1981_townsend.csv,NoCar,,,
,,NA (see folder),20160816,Townsend,Tenure & Amenities: Owner Occupied,1981,SAS81 10,[81sas100967],#N/A,1981_townsend.csv,TNOwnOcc,,,
,,NA (see folder),20160820,Townsend,Employment: Working: Males,1971,SAS71 05,c71s05_260,#N/A,1971_townsend.csv,WorkMale,,,
,,NA (see folder),20160820,Townsend,Employment: Working: Females: Single/Widowed/Divorced,1971,SAS71 05,c71s05_263,#N/A,1971_townsend.csv,WFemSWD,,,
,,NA (see folder),20160820,Townsend,Employment: Working: Females: Married,1971,SAS71 05,c71s05_266,#N/A,1971_townsend.csv,WFemMar,,,
,,NA (see folder),20160820,Townsend,Employment: Seeking Work: Males,1971,SAS71 05,c71s05_261,#N/A,1971_townsend.csv,SkWkMale,,,
,,NA (see folder),20160820,Townsend,Employment: Seeking Work: Females: Single/Widowed/Divorced,1971,SAS71 05,c71s05_264,#N/A,1971_townsend.csv,SkWkFmSW,,,
,,NA (see folder),20160820,Townsend,Employment: Seeking Work: Females: Married,1971,SAS71 05,c71s05_267,#N/A,1971_townsend.csv,SkWkFmMd,,,
,,NA (see folder),20160820,Townsend,Employment: Working,1971,SAS71 05,#N/A,#N/A,1971_townsend.csv,Working,,"Derived (cols 260, 263, 266)",
,,NA (see folder),20160820,Townsend,Employment: Seeking Work,1971,SAS71 05,#N/A,#N/A,1971_townsend.csv,SeekWork,,"Derived (cols 261, 264, 267)",
,,NA (see folder),20160820,Townsend,Tenure: Owner Occupied,1971,SAS71 05,c71s18_053,#N/A,1971_townsend.csv,TNOwnOcc,,,
,,NA (see folder),20160820,Townsend,Tenure: Rented from Council,1971,SAS71 05,c71s18_054,#N/A,1971_townsend.csv,TnRentLA,,,
,,NA (see folder),20160820,Townsend,Tenure: Rented unfurnished,1971,SAS71 05,c71s18_055,#N/A,1971_townsend.csv,TnRentUn,,,
,,NA (see folder),20160820,Townsend,Tenure: Rented furnished,1971,SAS71 05,c71s18_056,#N/A,1971_townsend.csv,TnRentFr,,,
,,NA (see folder),20160820,Townsend,Tenure: Not stated,1971,SAS71 05,c71s18_057,#N/A,1971_townsend.csv,TnOther,,,
,,NA (see folder),20160820,Townsend,Persons per room: Greater than 1.5,1971,SAS71 05,c71s18_065,#N/A,1971_townsend.csv,Oc15,,,
,,NA (see folder),20160820,Townsend,Persons per room: Between 1 and 1.5,1971,SAS71 05,c71s18_066,#N/A,1971_townsend.csv,Oc1_15,,,
,,NA (see folder),20160820,Townsend,Persons per room: Between 0.75 and 1,1971,SAS71 05,c71s18_067,#N/A,1971_townsend.csv,Oc075_1,,,
,,NA (see folder),20160820,Townsend,Persons per room: Between 0.5 and 0.75,1971,SAS71 05,c71s18_068,#N/A,1971_townsend.csv,Oc05_075,,,
,,NA (see folder),20160820,Townsend,Persons per room: Less than 0.5,1971,SAS71 05,c71s18_069,#N/A,1971_townsend.csv,Oc05,,,
,,NA (see folder),20160820,Townsend,No car,1971,SAS71 05,c71s18_077,#N/A,1971_townsend.csv,NoCar,,,
